AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted_Rank
C-16138,"Abdul Aziz Ansari Degree College,",Karnataka,1,0,0,10,77,0,8.363945657
C-49070,SPC INSTITUTE OF NURSING EDUCATION,Karnataka,24,176,1,10,90,7.333333333,8.363945657
C-11959,Lalbaba College,Jharkhand,91,3058,0,10,93,33.6043956,8.36705723
C-18614,Late Sainuji Patil Kowase Arts,Karnataka,10,97,0,10,52,9.7,8.374836161
C-11768,"School of Medical Education,",Uttar Pradesh,55,843,0,10,60,15.32727273,8.399728741
C-31389,DATASOFT JHANSI,Haryana,3,12,0,10,54,4,8.40599475
C-48586,"NURSING COLLEGE, RIMS",Bihar,21,192,1,10,97,9.142857143,8.408147856
C-8120,PSM COLLEGE OF DENTAL SC. AKKIKAVU,Tamil Nadu,154,498,2,10,69,3.233766234,8.427181303
C-6881,SHRI KASNABHAI RAMJIBHAI,Karnataka,16,1668,0,0,91,104.25,8.436580418
C-20771,"Full-in-Faws College,221/1,Akshayanagar,",Chattisgarh,4,0,1,10,77,0,8.448139265
C-34354,Aadarsh Shikshan Prasarak,Telangana,6,0,1,10,77,0,8.451250838
C-49033,G.KUPPUSWAMY NAIDU,Karnataka,7,1,0,10,76,0.142857143,8.479463015
C-34472,Savitribai Phule Mahila Shikshan,Maharashtra,9,90,1,10,77,10,8.48117007
C-26990,Sri Venkateswara College of,Uttar Pradesh,245,4178,0,10,100,17.05306122,8.492710194
C-20362,Shri Bholanath Adarsh Sanskrit,Karnataka,4,62,0,10,74,15.5,8.495894393
C-42894,"Late. R.G.Deshmukh Arts,",Uttar Pradesh,2,313,0,0,90,156.5,8.503673324
C-41902,Padmashree Dr. Vikhe Patil Foundations,Telangana,22,207,2,10,91,9.409090909,8.50894635
C-28437,"Yaduvanshi Institute of Edu., Patikara,",Maharashtra,11,383,0,10,79,34.81818182,8.513841582
C-4121,Smt.V.D.Thacker College of,Andhra Pradesh,8,95,2,10,60,11.875,8.515527103
C-61133,Rambaran Verma college of Education,Karnataka,9,98,0,10,52,10.88888889,8.52070491
C-42215,Mula Education Societys,Gujarat,17,269,2,0,69,15.82352941,8.524553942
C-56655,AKASH INSTITUTE OF MEDICAL,Andhra Pradesh,151,0,2,10,75,0,8.531251984
C-9296,B256 Noor College of Education,Chattisgarh,15,0,2,10,77,0,8.544779163
C-59500,ARTS COMMERCE SCIENCE,Gujarat,4,6,0,10,67,1.5,8.556288794
C-28555,KALANDI COLLEGE MALAKPUR-,Karnataka,18,559,0,0,79,31.05555556,8.557467443
C-54537,SHREE BALAJI DEGREE COLLEGE,Uttar Pradesh,14,319,0,10,76,22.78571429,8.559539594
C-56624,ZOHARS COLLEGE OF EDUCATION,Tamil Nadu,9,39,0,0,61,4.333333333,8.562528516
C-27319,"Shantiniketan Degree College, Near",Maharashtra,8,75,0,10,79,9.375,8.573766455
C-59569,ASHOKA COLLEGE UMMEDPUR,Rajasthan,12,11,2,10,56,0.916666667,8.581727188
C-47910,VADODARA DESIGN ACADEMY,Himachal Pradesh,11,105,0,10,87,9.545454545,8.582677755
C-34697,DURGAPRASAD SARRAF COLLEGE,Madhya Pradesh,6,2,0,10,75,0.333333333,8.584149733
C-45593,"DHANVANTRI CRITICAL CARE CENTER,",Andhra Pradesh,4,1,0,10,77,0.25,8.587487403
C-228,Shree Swaminarayan Institute of,Bihar,3,66,1,0,60,22,8.589059766
C-43626,"Sree Narayana Institute of Technology,",Telangana,9,137,1,10,69,15.22222222,8.590615552
C-35125,Narayanshri Homeopathic Medical,Odisha,36,38,2,10,58,1.055555556,8.592171338
C-46626,DESHAPANDE EDUCATION TRUST,Madhya Pradesh,1,0,0,0,67,0,8.608451447
C-13221,"Keshav Vidyapeeth T.T. College,",Uttar Pradesh,11,197,0,10,92,17.90909091,8.616554386
C-39714,"Parajanga Mohavidyalaya,Parajanga,",Maharashtra,32,614,1,0,77,19.1875,8.63724382
C-44414,"MARKHAM COLLEGE OF COMMERCE,",Maharashtra,75,4790,0,10,52,63.86666667,8.6380543
C-31066,CENTRE OF COMPUTER AND,Jharkhand,4,7,0,10,66,1.75,8.662606127
C-6512,Raak Nursing and Paramedical,Haryana,24,238,1,10,77,9.916666667,8.671328858
C-30580,"Jaya Shekara College of Nursing,",Maharashtra,1,121,1,10,94,121,8.682228798
C-26647,Arya TT College,Assam,5,3,0,10,74,0.6,8.688932231
C-57663,"BRUNDAVAN DEGREE COLLEGE,",Uttar Pradesh,6,2,0,10,76,0.333333333,8.696706787
C-27158,"M.V. College, Buxar",Maharashtra,30,8946,0,10,77,298.2,8.700044457
C-10114,"SRI MALIY APPAIAH SWAMI EDU.,",Uttar Pradesh,16,200,0,0,51,12.5,8.703172606
C-7592,"S.G.G.S. Inst. of Engineering & Technology,",Telangana,171,3148,5,10,63,18.40935673,8.703172606
C-11598,"Nirmala Training College,",Andhra Pradesh,8,118,1,10,66,14.75,8.707839965
C-28528,Sonai Meenal Arts and Science,Jammu and Kashmir,30,478,0,0,79,15.93333333,8.716456095
C-54779,MAHATMA GANDHI COMPUTER,Goa,8,92,0,10,75,11.5,8.722564288
C-9598,Ramthakur College,Haryana,66,4380,0,10,94,66.36363636,8.7265094
C-41793,Suryadatta Education Foundation's,West Bengal,28,1125,2,10,74,40.17857143,8.737724851
C-33389,"Shri Guru Teg Bhadur Khalsa College,",Odisha,65,1534,0,0,82,23.6,8.740641212
C-52397,Sugwanti Smarak Mahavidyalay,Assam,3,1394,0,10,60,464.6666667,8.774340719
C-52413,"Karma Lal Bihari Degree College, Mau",Gujarat,3,97,0,10,89,32.33333333,8.778887695
C-47354,BABU GANGARAM NURSING,Gujarat,9,0,1,10,80,0,8.793589359
C-57853,SUMAN DEVI BRAJ KISHORE SINGH VIDHI,Kerala,6,23,0,10,94,3.833333333,8.795186707
C-45562,GANGA MEDICAL CENTRE AND,Karnataka,2,3,0,10,75,1.5,8.797953341
C-25288,S.D.M.S.M KALASALA,Uttar Pradesh,87,2366,2,0,91,27.1954023,8.803580121
C-55696,Shree Maruti Vidhya Mandir College of B.S.,Gujarat,5,75,0,10,72,15,8.808275811
C-29017,SANKALP INSTTUTE OF EDUCATION,Odisha,35,446,0,0,91,12.74285714,8.815729661
C-11160,Sharirik Shikshan Mahavidyalay,Karnataka,9,74,0,0,74,8.222222222,8.820397019
C-57155,Sri Guru RamDass College Of,Punjab,15,186,1,10,84,12.4,8.824898402
C-10567,Dharam College of Education,Karnataka,8,0,0,10,81,0,8.825064378
C-1114,Shree Sarayu Ramanand Sanskrit,Kerala,4,31,1,10,91,7.75,8.835121342
C-47388,GLOBAL NATURE CARE GROUP,Rajasthan,22,358,0,10,97,16.27272727,8.835954882
C-31126,CENTRE OF COMPUTERS & COMMUNICATI,Uttar Pradesh,4,0,0,0,69,0,8.838232915
C-10843,Guru Nanak Khalsa Institute of,Tamil Nadu,21,228,1,10,94,10.85714286,8.843953045
C-6892,GUJARAT HOMOEPETHIC MEDICAL,Karnataka,28,496,1,0,74,17.71428571,8.888163939
C-49617,BHAGWAN MAHAVIR COLLEGE OF,Rajasthan,6,2,1,10,77,0.333333333,8.888790091
C-47840,SAHYADRI COLLEGE OF HOTEL,Andhra Pradesh,7,165,0,10,89,23.57142857,8.88933047
C-56433,BANJARA CERTIFICATE COURSE IN,Karnataka,2,6,0,10,70,3,8.892734075
C-45105,BHARAT EDUCATION TRUST,Karnataka,1,0,0,10,82,0,8.926730929
C-48622,AL AJIJ AND CHARTABLE TRUST AL AJIJ,Haryana,1,0,0,10,82,0,8.926730929
C-22439,APEX College of Education Ellenabad,Rajasthan,2,0,0,10,82,0,8.928286715
C-50689,K K WAGH COLLEGE OF HORTICULTUR,Karnataka,13,154,2,10,75,11.84615385,8.928286715
C-12251,CH. MOHAR SINGH MAHAVIDYALA,Uttar Pradesh,3,0,0,10,82,0,8.929842501
C-47821,SHREE SWAMINARAYAN ARTS,Karnataka,6,47,0,10,74,7.833333333,8.932954074
C-30915,"St. Josephs College of Education,",West Bengal,7,8,0,10,58,1.142857143,8.937116857
C-61034,St. Johns Research Institute,Maharashtra,7,7,7,10,98,1,8.939177219
C-12091,CHAUDHARY CHANDAN SINGH,Madhya Pradesh,12,0,0,10,82,0,8.943844577
C-38600,"Indira Gandhi PG Balika Niketan,",Gujarat,17,116,1,10,90,6.823529412,8.946036729
C-11211,"Dr.D.Y.Patil Pratishathan Sanchalit,",Tamil Nadu,1,0,0,0,70,0,8.94612261
C-60067,JG INSTITUTE OF LAW,Kerala,4,120,0,0,71,30,8.949234183
C-35650,Shri. Bhavan Mahavir Jain Educational &,Jharkhand,7,230,0,10,54,32.85714286,8.951899681
C-57787,D544 SHRI. VENKATESHWAR DEGREE,Maharashtra,7,0,0,0,70,0,8.955457328
C-40082,Spurthy College of Nursing,Maharashtra,30,269,2,0,79,8.966666667,8.960541784
C-45467,INTERNATIONAL CENTRE FOR CARDIO,Rajasthan,18,99,0,0,87,5.5,8.974782159
C-48802,SRI CHANDRA DEGREE COLLEGE,Tamil Nadu,12,468,0,0,99,39,9.002655539
C-51366,Umang Geetai College of Womens,Gujarat,15,297,1,0,66,19.8,9.007506723
C-432,AVANTIKA EDUCATION TRUST B.,Karnataka,11,14,2,10,54,1.272727273,9.011185222
C-35455,Adept Foundation Samsthes,Uttar Pradesh,4,5,0,10,73,1.25,9.012756733
C-9643,Darshan,Karnataka,5,8,0,0,55,1.6,9.014482185
C-28808,B.S.M. DEGREE COLLEGE,Gujarat,2,4,0,10,75,2,9.017142009
C-33754,Children Welfare Centre?s,Gujarat,2,0,0,10,83,0,9.040843769
C-13349,Khandelwal College of Management,Bihar,104,2534,1,10,55,24.36538462,9.040843769
C-9023,100089-GFS'S GODAVARI COLLEGE OF,Punjab,2,0,0,10,83,0,9.040843769
C-13920,"Vasantdada Patil Dental College, Tal.",Tamil Nadu,82,106,3,10,99,1.292682927,9.042399556
C-40749,"Gurukul College, Rawatsar",Odisha,16,604,0,10,71,37.75,9.050662271
C-18759,Late Nirdhan Patil Vaghaye College of,Telangana,2,16,0,10,86,8,9.060235451
C-40337,Sri Raghavendra College of,Jammu and Kashmir,32,108,2,10,97,3.375,9.064180563
C-47531,D529 SHRI SANJEEV ARTS AND,Gujarat,11,16,0,10,52,1.454545455,9.064367394
C-51522,MAHESHWARI INISTITUTE OF MANAGEMENT,Karnataka,11,296,0,10,73,26.90909091,9.082016458
C-216,"KANKESHWARIDEVI INST. OF TECH.,",Maharashtra,48,181,0,10,70,3.770833333,9.082531608
C-6004,Sarvoday College of Education,Maharashtra,7,100,0,10,75,14.28571429,9.088220983
C-30189,Indian Institute of Science and,Bihar,19,146,2,10,76,7.684210526,9.091061203
C-16561,Sri Venkateswara Institute of,Uttar Pradesh,75,417,2,10,80,5.56,9.102523628
C-18229,Rajrishi Chatrapati Shahu,Rajasthan,10,92,0,0,75,9.2,9.105997303
C-59142,Vibrant Nursing College,Gujarat,15,222,1,0,50,14.8,9.106129643
C-25230,Tirupati College of Technical,Karnataka,15,167,0,10,93,11.13333333,9.107647558
C-52296,Sainik Institute of Management,Uttar Pradesh,7,122,0,10,84,17.42857143,9.109470024
C-21303,Mahadevi Institute of Technology,Uttar Pradesh,21,314,1,10,90,14.95238095,9.110915501
C-30926,"Crescent College of Education,",Uttar Pradesh,8,8,0,10,68,1,9.111560641
C-36182,Institute of Professional Studies,Uttar Pradesh,26,294,2,10,66,11.30769231,9.112231794
C-20969,"Vijaya First Grade College, Shidlagatta",Gujarat,9,203,0,10,97,22.55555556,9.129345442
C-34608,Late. Adv. Shrinivasraoji Dagaduraoji,Uttar Pradesh,7,817,0,0,56,116.7142857,9.130751228
C-35476,"Soukhya College of Education,",Karnataka,9,87,2,0,99,9.666666667,9.135682099
C-30731,"Hindu College of Pharmacy, Sonepat",Maharashtra,21,371,1,10,53,17.66666667,9.147588882
C-9636,"P.V.Skt.College,Andharatharhi",Odisha,7,61,0,10,88,8.714285714,9.150652204
C-53586,C.H.M.SHAH SCIENCE COLLEGE,Maharashtra,1,0,0,10,84,0,9.151845037
C-13990,"Yerala Medical Trust Ayurved College,",Jammu and Kashmir,77,601,2,0,67,7.805194805,9.153400824
C-28346,SAINI INSTITUTE OF GIRLS,Gujarat,5,6,0,10,89,1.2,9.1674029
C-43055,Annasaheb Khadsc Shikshan,Maharashtra,1,0,0,0,72,0,9.171236719
C-25164,G.D. Memorial College of Mgmt & Tech,Uttar Pradesh,12,17,0,10,51,1.416666667,9.171878613
C-20165,Maharshi Durvasa Sanskrit,Maharashtra,4,38,1,10,68,9.5,9.172792505
C-27500,"Indira Degree College, 1-15-31, 32, Balaji",Gujarat,13,443,0,10,100,34.07692308,9.175181831
C-44951,"ALEXANDER COLLEGE, MUGDUMPOO",Maharashtra,19,0,0,10,84,0,9.17984919
C-46801,KUNWAR HARI BANSH SINGH COLLEGE OF,Arunachal Pradesh,19,269,2,10,71,14.15789474,9.193430448
C-43978,SHRI KRISHNASWAMY COLLEGE,Odisha,88,2310,0,0,93,26.25,9.194852598
C-18184,"Vidyabharti College, Selu",Tamil Nadu,22,1056,0,0,70,48,9.195317093
C-35418,"Homeopathic Medical College, Pune",Uttar Pradesh,44,516,2,10,59,11.72727273,9.197082824
C-47810,BHAGIRATHI MAHILA B C A COLLEGE,Jharkhand,3,0,2,10,83,0,9.201452054
C-1222,Sardar Patel Institute of Applied,Gujarat,9,74,0,10,50,8.222222222,9.204927108
C-52418,Shri Ramlakhan Singh Sikshan,Gujarat,2,241,0,10,57,120.5,9.207427807
C-27286,"Manair College of Management,",Maharashtra,7,24,0,0,90,3.428571429,9.217732163
C-33280,"NAGARJUNA PG COLLEGE(MCA),",Tamil Nadu,8,64,0,10,97,8,9.230405238
C-44502,"MSSM College of Agriculture, Kharpudi,",Maharashtra,27,360,2,10,69,13.33333333,9.230703897
C-20756,"Williams International College, #163,",Tamil Nadu,17,116,0,10,89,6.823529412,9.246803094
C-31381,RAJEEV GANDHI INSTITUTE OF,Odisha,7,263,0,10,65,37.57142857,9.256590007
C-911,DR.SUBHASH COLLEGE OF PHYSICAL,Uttar Pradesh,4,14,1,10,57,3.5,9.261239596
C-20453,Shri Siddheshwar Nath Adarsh,Karnataka,1,124,0,10,88,124,9.26416845
C-46509,LET SHRI MALLAJI AATRAM ARTS,Maharashtra,11,138,0,10,66,12.54545455,9.264402092
C-28578,ROYAL EDUCATIONAL INSTITUTE 28,Telangana,40,478,0,10,62,11.95,9.265957878
C-41186,"V.T.M. College of Arts and Science,",Rajasthan,33,274,0,10,86,8.303030303,9.267513664
C-55700,College of Veterinary Science and,Karnataka,10,0,0,10,85,0,9.278404168
C-32771,B.A & K.R Degree College,Kerala,1,0,0,0,73,0,9.283793773
C-60804,Lala Lajpat Rai Memorial Institute of,Karnataka,18,33,1,10,63,1.833333333,9.286776274
C-55999,CH. J.S.S.S. MAHAVIDYALAYA,Karnataka,5,0,0,0,73,0,9.290016918
C-28977,S.S.S.S. College Rasana,Uttar Pradesh,13,1951,1,0,97,150.0769231,9.290677656
C-58505,Venerable Uktara Bethany,Gujarat,17,266,2,10,97,15.64705882,9.308099749
C-11214,Dhananjay Mahadik Group of,Maharashtra,8,10,0,10,66,1.25,9.323881024
C-60823,Classic Degree College Dharwad,Karnataka,16,0,2,10,84,0,9.33423433
C-27363,"Shaarvani Degree College, 5-9-",Maharashtra,16,603,0,10,95,37.6875,9.336674749
C-30578,"Crescent College of Nursing,",Tamil Nadu,27,6,1,10,73,0.222222222,9.345334125
C-348,SHREE H.N.SHUKLA INSTITUTE OF,Maharashtra,17,136,0,0,87,8,9.345484127
C-36928,PGP college of Engineering and,Tamil Nadu,93,520,4,10,67,5.591397849,9.353245289
C-18213,Jailaxmi Arts Commerce and Science,Maharashtra,2,142,2,10,100,71,9.359486203
C-45545,ELLEN COLLEGE OF NURSING (Inst.,Gujarat,35,0,2,10,84,0,9.363794268
C-43159,"Satyajit B. Ed. College Khandala, Tq.",Maharashtra,5,73,0,10,87,14.6,9.376959146
C-39315,"M.S.R. Degree College, Bapatla",Madhya Pradesh,8,90,0,10,76,11.25,9.376959146
C-42391,"HAZI ISMAIL MAHAVIDYALAYA,",Uttar Pradesh,11,1079,2,10,90,98.09090909,9.380070718
C-27250,"Vidyarthi Degree College, # 1-",Tamil Nadu,24,869,0,0,92,36.20833333,9.380070718
C-55687,SHREE SWAMINARAYAN ARTS AND,Maharashtra,5,0,0,10,82,0,9.381626505
C-10714,Lord Krishna College of Education,Punjab,18,278,0,10,94,15.44444444,9.385263178
C-10407,Guru Ram Dass Institute of Engg. and,Odisha,88,187,1,10,70,2.125,9.38784965
C-57042,"C632 ORIENT M.S.W. COLLEGE,",Uttar Pradesh,7,17,0,10,53,2.428571429,9.390485882
C-10541,Arya College of Education,West Bengal,11,0,0,10,86,0,9.392517008
C-30034,Nalanda Institute of Technology,Gujarat,127,1725,4,10,66,13.58267717,9.395628581
C-57626,NEW ALLIANCE FIRST GRADE,Andhra Pradesh,5,132,0,10,94,26.4,9.395628581
C-59868,KRISHNA PHARMACY COLLEGE,Uttar Pradesh,34,124,0,10,83,3.647058824,9.39847546
C-42941,Bhausaheb Janolkar Vidyan,Karnataka,3,0,0,0,74,0,9.3994624
C-79,SRK Institute of Management,Himachal Pradesh,6,29,2,10,99,4.833333333,9.401308616
C-48924,SHREE JAGDEV SINGH MAHAVIDHYAL,Gujarat,12,818,0,0,57,68.16666667,9.406738317
C-59927,DEENDAYAL KIRAN TEACHER,Maharashtra,1,15,0,10,57,15,9.41006305
C-20829,"V.E.T First Grade College, 14th Main",Karnataka,34,661,1,10,54,19.44117647,9.415154506
C-30756,POSTGRADUATE INSTITUTE OF DENTAL,Uttar Pradesh,58,283,5,10,78,4.879310345,9.42554662
C-25078,"Yagyavalkya Institute of Technology,",Gujarat,118,690,2,10,68,5.847457627,9.430041216
C-11509,Abhilashi Institute of Management,Telangana,9,22,1,10,43,2.444444444,9.440373642
C-30321,"KIMS College of B.Sc Nursing,",Andhra Pradesh,29,195,1,10,59,6.724137931,9.462025529
C-22924,K.C Law College,Rajasthan,17,573,1,10,71,33.70588235,9.475877077
C-27642,"Rayalaseema College of Education,",Madhya Pradesh,26,153,0,10,77,5.884615385,9.482719522
C-15606,Moulana Abul Kalam Azad College of,Karnataka,9,128,0,10,51,14.22222222,9.491071986
C-59813,INDUS VALLEY DEGREE COLLEGE,Uttar Pradesh,12,101,0,10,64,8.416666667,9.491071986
C-34959,SPS ACADEMY,Uttar Pradesh,16,99,0,10,68,6.1875,9.503518276
C-41400,Maharashtra Education Societys,Maharashtra,17,348,2,10,63,20.47058824,9.508907882
C-30146,Gayatri College of Management,Andhra Pradesh,3,0,0,0,75,0,9.512019454
C-41836,Shri Swami Samarth Vidya Prasarak,Uttar Pradesh,17,891,0,10,90,52.41176471,9.513144788
C-20111,Adarsh Srikanthh Sanskrit,Rajasthan,4,0,0,0,75,0,9.513575241
C-998,GYANAYAGAN COLLEGE OF SCI.&,Maharashtra,42,720,0,10,53,17.14285714,9.51440878
C-39721,"Sarankul College, Sarankul,",Himachal Pradesh,21,399,0,10,52,19,9.526853295
C-39614,"Debray Samarsing College,",Karnataka,13,0,0,0,75,0,9.527577317
C-26972,Sri Venkateswara Institute of,Madhya Pradesh,112,946,0,10,50,8.446428571,9.537567431
C-25624,St. Ann's P.G. College for Women,Karnataka,15,209,0,10,60,13.93333333,9.538762593
C-35895,"Urumu Dhanalakshmi College,",Pondicherry,143,3034,2,10,96,21.21678322,9.54259827
C-55905,TEACHERS TRAINING INSTITUTE,Uttar Pradesh,5,49,0,10,71,9.8,9.554694475
C-60477,C-697 SWAMY VIVEKANANDA ARTS DEGREE,Gujarat,5,10,0,0,56,2,9.564662301
C-47808,BOMBAY NATURAL HISTORY,Gujarat,6,10,0,0,56,1.666666667,9.565799045
C-60541,ABBS SCHOOL OF LAW,Uttar Pradesh,4,6,0,10,76,1.5,9.569302283
C-40989,S.M.P.College,Maharashtra,7,375,1,10,96,53.57142857,9.569691762
C-57622,SHREE HEERA LAL SMARAK MAHAVIDYALA,Karnataka,19,698,0,10,95,36.73684211,9.574510021
C-17845,"Sri Maruthi First Grade College,",Maharashtra,12,207,0,10,61,17.25,9.586779944
C-9215,C467 Vidyarthi BBM & BCA Degree,Punjab,6,19,0,10,51,3.166666667,9.601864077
C-52077,SRI NARAYANA DEGREE COLLEGE,Maharashtra,8,444,0,10,75,55.5,9.605184827
C-60426,Buddha Multiplex Hotel and,Uttar Pradesh,8,18,0,10,53,2.25,9.610377287
C-317,"M.H.Gardi School of Management,",Uttar Pradesh,6,29,3,10,61,4.833333333,9.61709368
C-13739,Maharashtra Institute of Dental,Maharashtra,98,439,2,10,75,4.479591837,9.619582503
C-44323,Shreemati Jamnabai H. Wadhwa,Maharashtra,7,287,0,10,58,41,9.621464936
C-19560,Sri Visweswaraiah Institute of,Gujarat,108,641,1,10,60,5.935185185,9.626404688
C-46164,"BHAGWANT INSTITUTE OF TECHNOLOGY,",Andhra Pradesh,1,6,1,10,76,6,9.649818244
C-39904,"INDO AMERICAN INSTITUTE,",Gujarat,12,174,0,10,66,14.5,9.674183526
C-9808,"Vidyavardhaka Law College, Mysore",Karnataka,8,375,3,0,95,46.875,9.674797153
C-31371,CAREER COMPUTER INSTITUTE OF,Madhya Pradesh,14,12,0,0,53,0.857142857,9.676676708
C-59949,ATHENA INSTITUTE OF HEALTH,Tamil Nadu,10,19,1,10,51,1.9,9.686021111
C-57226,A. N. Sinha Institute of Social Studies,Haryana,17,10,0,0,57,0.588235294,9.694114023
C-54993,"OM BHAGWATI DEGREE COLLEGE,",Maharashtra,10,545,0,10,54,54.5,9.696300399
C-16656,RSR Rungta College of Engineering &,Rajasthan,119,994,3,0,100,8.352941176,9.705471959
C-20154,Shri Sharada Sanskrit Mahavidyalay,Himachal Pradesh,5,55,0,10,99,11,9.705950577
C-54471,DIVYA COLLEGE OF EDUCATION,Uttar Pradesh,1,0,0,10,89,0,9.714630309
C-45999,"ADNAN COLLEGE OF EDUCATION,",Maharashtra,2,0,0,10,89,0,9.716186095
C-16551,Meenakshi College of Engineering,Tamil Nadu,223,1707,2,10,85,7.65470852,9.716186095
C-52695,MAA BHAWANI MAHILA MAHAVIDYALA,Maharashtra,7,424,0,10,84,60.57142857,9.717741881
C-55219,VELANKANNI MATHA COLLEGE OF,Uttar Pradesh,22,159,1,10,51,7.227272727,9.717741881
C-18911,Women's Arts and Commerce,Himachal Pradesh,15,753,0,10,97,50.2,9.733319522
C-60072,VBTs Institute of Commerce,Kerala,12,142,2,10,73,11.83333333,9.740834225
C-49062,ARTHUR ASIRVATHAM HOSPITAL,Andhra Pradesh,9,0,0,0,77,0,9.74646828
C-28726,SCHOOL OF BUSINESS MANAGEMENT,Telangana,30,684,0,10,73,22.8,9.762681539
C-20224,Kedarnath Sanskrit Mahavidyalay,Maharashtra,9,220,1,0,69,24.44444444,9.762814363
C-27823,Royal School of Information &,Gujarat,16,183,0,10,63,11.4375,9.771908315
C-30402,"Sigma College of Nursing, Hyderabad",Maharashtra,22,104,2,10,61,4.727272727,9.778403942
C-17413,Bhagavan Buddha Institute Of,Rajasthan,8,9,0,10,72,1.125,9.780506104
C-29004,JANHIT INSTITUTE OF EDUCATION &,Madhya Pradesh,25,933,0,10,84,37.32,9.781339629
C-9422,Western College,Gujarat,52,342,0,0,75,6.576923077,9.782770498
C-56306,SWA SRI RAJABHAIYA YADAV,West Bengal,10,184,0,0,73,18.4,9.783861464
C-7578,Santshresht Namdev Maharaj,Madhya Pradesh,10,108,0,10,96,10.8,9.793187775
C-43965,MADRAS CHRISTIAN COLLEGE,Madhya Pradesh,319,6873,6,10,64,21.54545455,9.805759091
C-60076,VBTs Institute of Journalism and Mass,Andhra Pradesh,4,4,2,10,80,1,9.809157226
C-43075,Savitribai Fule Education Mahavidyalay,Haryana,10,96,0,10,94,9.6,9.81054663
C-54023,chhindwara computer information,Uttar Pradesh,10,6,0,0,66,0.6,9.822011377
C-8069,"PM Sayeed Centre, Andrott",Tamil Nadu,15,234,2,10,89,15.6,9.82227733
C-51813,Srii Jayajothi College of Arts and Science,Karnataka,19,260,0,10,73,13.68421053,9.831854722
C-50520,GANPAT UNIVERSITY CENTER FOR,Telangana,6,0,0,10,90,0,9.834966294
C-42751,Shiveshar Chandravansi Degree,Jharkhand,14,1913,0,0,55,136.6428571,9.838077867
C-40529,K L E Institute of Nursing Sciences,Karnataka,32,229,1,10,87,7.15625,9.838077867
C-55477,"Archana Degree College,",Karnataka,14,0,0,10,90,0,9.847412584
C-44882,MGM Institute's University,Gujarat,28,231,1,10,58,8.25,9.864999485
C-25291,"VIKAS DEGREE COLLEGE,VCHATRAI",Uttar Pradesh,12,221,0,10,57,18.41666667,9.865045079
C-23025,R.S College of Education,Rajasthan,9,137,1,10,67,15.22222222,9.866429216
C-54239,NETAJI SUBHAS INSTITUTE OF,Rajasthan,17,313,0,10,89,18.41176471,9.876853955
C-30969,S.Y.T.R. Government Degree,Karnataka,21,699,1,10,84,33.28571429,9.881633159
C-28883,TRIDENT COLLEGE OF EDUCATION,Maharashtra,24,361,0,10,60,15.04166667,9.888047481
C-49622,NEOTECH INSTITUTE OF TECHNOLOGY-,Assam,42,989,0,10,54,23.54761905,9.906046223
C-58743,K J INSTITUTE OF PHYSIOTHERA,Kerala,8,35,0,10,91,4.375,9.906973446
C-36825,Times Mahila Shiksha Mahavidhiyala,Uttar Pradesh,17,185,0,10,70,10.88235294,9.92075725
C-1361,"Tontadarya College of Engineering,",Karnataka,84,1258,2,10,80,14.97619048,9.932713822
C-47921,"BHARAT COLLEGE, DATIA",Rajasthan,7,2,0,10,87,0.285714286,9.936330307
C-39128,"Shaheed Bhagat SIngh Law College,",Tamil Nadu,10,485,0,0,81,48.5,9.94285599
C-42386,VIRENDRA NATH SHUKLA INSTITUTE OF,Tamil Nadu,35,585,0,10,55,16.71428571,9.945967562
C-17975,SAI TIRUMALA NALABOTHU VENKATA RAO,Andhra Pradesh,150,1970,2,10,67,13.13333333,9.94689674
C-39252,The Institute of Mathematical,Madhya Pradesh,45,126,2,10,95,2.8,9.951956551
C-18088,"Nalanda Intitute of P.G Studies,",Karnataka,18,164,0,0,53,9.111111111,9.960691885
C-25829,Mesco Degree College,Telangana,11,173,2,10,95,15.72727273,9.960691885
C-35206,"SSL Jjain College, Vidisha",West Bengal,22,2342,0,10,62,106.4545455,9.960842175
C-30481,Kamineni Institute of Paramedical,Telangana,28,27,0,10,50,0.964285714,9.977083287
C-61013,DULARI INSTITUTE OF EDUCATION,Karnataka,9,13,0,10,66,1.444444444,9.981361568
C-47823,SHREE SWAMINARAYAN,Maharashtra,3,9,0,10,95,3,10.00081134
C-36466,Shyama Prasad Mukherji Govt.,Odisha,50,1630,0,10,63,32.6,10.00148385
C-39420,"Government (Autonomous) College,",Karnataka,25,2294,4,10,86,91.76,10.01224007
C-33455,"Govt. Tilak College, Katni",Tamil Nadu,44,2340,1,10,82,53.18181818,10.01860328
C-33582,Prahladrai Dalmia Lions College of,Gujarat,17,4397,0,10,52,258.6470588,10.0451619
C-55141,LITTLE FLOWER COLLEGE OF,Uttar Pradesh,17,159,1,10,71,9.352941176,10.04781178
C-48623,AL AJIJ AND CHARTABLE TRUST ASHIAN,Maharashtra,1,0,0,10,92,0,10.05230147
C-56367,INTERNATIONAL SCHOOL OF MEDIA AND,Tamil Nadu,5,243,0,0,77,48.6,10.05230147
