AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio
C-41140,A.P.C. Mahalaxmi College for,Telangana,87,1941,1,10,90,22.31034483
C-39853,"A.P.College,Sujanpur,Jajpur",Uttar Pradesh,10,442,0,0,93,44.2
C-321,A.P.M.C. COLLEGE OF PHARMACEUTI,Andhra Pradesh,18,116,0,10,77,6.444444444
C-33442,"A.P.N. College, Sadar, Jabalpur",Telangana,41,737,0,10,91,17.97560976
C-32778,A.P.Residential Degree College,Rajasthan,26,276,1,10,49,10.61538462
C-15316,"A.P.S COLLEGE,BAJNA",Maharashtra,5,100,0,10,48,20
C-56494,"A.P.S COLLEGE,KHIWAI",Kerala,10,93,0,10,61,9.3
C-28905,A.P.S. COLLEGE OF EDUCATION,Karnataka,26,265,0,10,67,10.19230769
C-42337,"A.P.S. MAHAVIDYALAYA,",Maharashtra,1,655,0,10,76,655
C-58031,A.P.S. SHIKSHAN PRASHIKSHAN,Kerala,13,198,0,10,89,15.23076923
C-40984,"A.P.S.College,Roth",Bihar,22,690,3,10,84,31.36363636
C-60161,"A.P.TRIVEDI LAW COLLEGE,",Telangana,4,112,0,10,96,28
C-24433,A.Q.J. Centre for P.G. Studies,Haryana,21,155,0,10,88,7.380952381
C-24451,A.Q.J. Degree College,West Bengal,5,87,0,10,71,17.4
C-29088,A.R. INSTITUTE OF MANAGEMENT,Maharashtra,38,782,0,10,58,20.57894737
C-51304,"A.R.C. DEGREE COLLEGE, SANT KABIR",Uttar Pradesh,8,1704,0,10,97,213
C-35894,"A.R.C. Viswanathan College,",Madhya Pradesh,16,326,0,10,36,20.375
C-172,A.R.COLLEGE OF PHARMACY & G.H.P.,Madhya Pradesh,18,308,2,10,67,17.11111111
C-65,A.R.COLLEGE OF PHARMACY & G.H.P.,Haryana,9,113,2,0,71,12.55555556
C-25039,A.R.J. College of Engineering and,Uttar Pradesh,120,448,2,10,65,3.733333333
C-25044,A.R.J. Institute of Management,Uttar Pradesh,11,29,2,10,89,2.636363636
C-17696,"A.R.M.First Grade college,Davangere",Maharashtra,18,372,0,0,53,20.66666667
C-28870,A.S. (P.G.) College Mawana,Maharashtra,13,781,0,10,47,60.07692308
C-55986,A.S. BATESWAR DAYAL,Maharashtra,9,178,0,10,74,19.77777778
C-12449,A.S. BATESWAR DAYAL MEMO.,Madhya Pradesh,21,1355,0,10,61,64.52380952
C-14922,A.S. College of Education,Uttar Pradesh,10,200,0,10,64,20
C-27620,"A.S. Group of Institutions, Khanna",West Bengal,11,128,0,0,83,11.63636364
C-28385,A.S. KHARB MEMORIAL COLLEGE OF,Maharashtra,16,198,0,10,66,12.375
C-29396,A.S.College Khanna,Madhya Pradesh,72,1992,0,10,86,27.66666667
C-29423,"A.S.College of Education, Kalalmajra",Telangana,13,159,1,10,84,12.23076923
C-39741,"A.S.College,Balia, Jajpur",Uttar Pradesh,14,1380,1,10,77,98.57142857
C-39685,"A.S.College,Tirtol, Jagatsinghpur",West Bengal,59,1012,3,10,94,17.15254237
C-26328,A.S.Degree College Tugalli,West Bengal,13,461,0,10,73,35.46153846
C-40914,"A.S.Degree College,Subdega",Odisha,6,358,0,0,75,59.66666667
C-58182,A.S.E.College of Education,Kerala,16,182,0,10,62,11.375
C-24046,A.S.Govt.Degree College for,Odisha,47,1054,2,10,48,22.42553191
C-39265,A.S.M & A.W. D Women's Degree,Madhya Pradesh,1,322,0,10,85,322
C-27325,"A.S.M. College for Women, Fort Road,",Madhya Pradesh,32,725,0,10,49,22.65625
C-39489,"A.S.N Pharmacy College, Tenali",Andhra Pradesh,31,347,1,10,42,11.19354839
C-17970,A.S.N. Women's Engineering,Tamil Nadu,23,283,1,10,63,12.30434783
C-24463,A.S.N.M. GOVT. DEGREE,Uttar Pradesh,26,514,1,10,92,19.76923077
C-45622,A.T.S.V.S. (AKILA THIRUVITHAM,Uttar Pradesh,31,248,2,10,97,8
C-24151,"A.U.Campus, Vzm",Uttar Pradesh,29,169,0,0,57,5.827586207
C-25729,"A.V. College of Arts, Science & Commerce",Rajasthan,120,3057,0,10,37,25.475
C-8018,A.V.ABDURAHIMAN HAJI ARTS &,Odisha,49,938,2,10,80,19.14285714
C-24992,A.V.C. College of Engineering,West Bengal,123,1643,2,10,74,13.35772358
C-35865,"A.V.C. College, Mannampandal,",Andhra Pradesh,288,5250,2,10,86,18.22916667
C-798,A.V.D.SAVJANI ARTS & COMMERCE,Rajasthan,13,710,0,0,77,54.61538462
C-1001,A.V.HIRANI COLLEGE OF JOURNALISM &,Jammu and Kashmir,8,258,0,0,66,32.25
C-17698,"A.V.K. Women's college,",Karnataka,23,1737,0,10,75,75.52173913
C-33222,"A.V.M COLLEGE OF EDUCATION,",Tamil Nadu,11,165,0,10,71,15
C-52637,A.V.P. College of Arts and Science,Andhra Pradesh,44,1194,1,10,63,27.13636364
C-50,"A.V.Parekh Technical Institute,",Karnataka,102,1343,3,10,77,13.16666667
C-23828,A.V.R. and V.P.R. Degree College,Rajasthan,10,277,0,10,80,27.7
C-25409,A.V.R. DEGREE COLLEGE,Uttar Pradesh,1,308,0,10,52,308
C-14140,"A.V.R.L. Degree College,",Rajasthan,30,1365,0,10,65,45.5
C-9550,A.V.S College of Arts & Science,Uttar Pradesh,178,5100,2,10,99,28.65168539
C-14431,A.V.S. College of Education,Tamil Nadu,13,192,2,10,68,14.76923077
C-17778,"A.V.S. College of Education, Gantekanive,",Uttar Pradesh,16,135,0,10,70,8.4375
C-31774,"A.V.S.S COLLEGE.BANULI ,",Telangana,11,57,0,0,57,5.181818182
C-35899,"A.V.V.M. Sri Pushpam College,",Uttar Pradesh,363,7832,2,10,54,21.57575758
C-40891,"A.W.D.I.,Sector-6,Bastia",West Bengal,7,116,2,10,93,16.57142857
C-43863,"A.W.H. Al-Badar Special College, Near",Karnataka,5,69,0,10,45,13.8
C-14208,"A.Y.T. College of Education, Ghataila Gaji,",Assam,15,258,0,10,77,17.2
C-51197,A.Y.T. INSTUTITE OF HIGHER,Telangana,6,103,0,10,73,17.16666667
C-60878,A.Y.T. Teachers training,Telangana,11,109,0,10,48,9.909090909
C-10261,"A&M Institute of Computer & Tech0logy ,",Chattisgarh,32,472,2,10,68,14.75
C-18145,A1 Global Institute of Engineering &,Maharashtra,122,1208,2,10,81,9.901639344
C-49143,AAA COLLEGE OF ENGINEERING,Uttar Pradesh,67,773,2,10,93,11.53731343
C-45727,AAB COLLEGE OF NURSING (Inst. Code -,Maharashtra,31,156,2,10,82,5.032258065
C-16066,"Aachary Baldev College, Kopa",Maharashtra,3,1394,0,10,33,464.6666667
C-21657,Aadarsh Art.& Comm. College Nai,Telangana,13,429,0,10,72,33
C-47402,"AADARSH B ED COLLEGE, PALARI, SEONI",Karnataka,2,96,0,10,63,48
C-38496,"Aadarsh B.Ed. College, Jaipur",Odisha,16,187,0,10,60,11.6875
C-60423,"Aadarsh Mahavidyalaya, Datrenga,",Karnataka,39,525,1,10,82,13.46153846
C-39019,"Aadarsh Mahavidyalaya, Jaipur",Maharashtra,8,307,0,10,35,38.375
C-34354,Aadarsh Shikshan Prasarak,Madhya Pradesh,6,0,1,10,77,0
C-26671,Aadarsha Chitrakala Mahavidyalay,Tamil Nadu,2,12,0,0,77,6
C-52967,AADHARSHILA TEACHER TRAINING,West Bengal,4,460,0,10,49,115
C-35799,"Aadhavan Arts and Science College,",Uttar Pradesh,40,824,0,10,52,20.6
C-45798,AADHI BHAGAWAN COLLEGE OF,Rajasthan,31,416,2,10,35,13.41935484
C-58219,Aadhya Mahavidhyalya,Kerala,16,189,0,10,91,11.8125
C-47086,"AADI COLLEGE OF NURSING, JAIPUR",Gujarat,15,109,2,10,70,7.266666667
C-55564,"Aadi Shakti Degree College,",Telangana,6,1264,0,10,71,210.6666667
C-55014,Aadilakshmi college of Education,Karnataka,7,54,0,10,75,7.714285714
C-59141,"AADINATH COLLEGE OF EDUCATION,",Rajasthan,29,482,0,10,82,16.62068966
C-31499,AADINATH INSTITUTE OF INFORMATION,Rajasthan,1,0,0,10,42,0
C-53205,AADISHREE GIRLS COLLEGE FOR,Uttar Pradesh,8,108,0,10,76,13.5
C-47,AADISHWAR COLLEGE OF TECH0LOGY-,Chattisgarh,51,724,0,10,86,14.19607843
C-24806,"Aaditya Degree College,",Tamil Nadu,18,626,0,10,71,34.77777778
C-24813,"Aaditya PG College, Nellore",Karnataka,9,111,0,10,48,12.33333333
C-34299,Aai Tuljabhavani Shikshan,Odisha,3,213,0,0,53,71
C-5979,Aakar Adhyapan Mandir M. Ed.,Maharashtra,7,100,1,10,79,14.28571429
C-59903,AAKAR COLLEGE,Haryana,6,27,0,0,45,4.5
C-53427,AAKAR COLLEGE OF MANAGEMENT,Telangana,6,165,0,10,51,27.5
C-18889,Aakar Institute of Management,Rajasthan,10,167,0,10,44,16.7
C-10683,"Aakash College of Education,",Jharkhand,16,276,0,10,32,17.25
C-10650,"Aakash College of Education, Jind",Rajasthan,32,273,0,10,77,8.53125
C-22418,"Aakash College of Education, Vill.",Maharashtra,23,271,0,10,74,11.7826087
C-54912,AAKASH DEEP TEACHER TRAINING,Tamil Nadu,17,190,0,10,53,11.17647059
C-21999,"Aakash Degree College,",Rajasthan,17,302,0,10,85,17.76470588
C-34199,Aakash Educational Society,West Bengal,9,297,0,0,57,33
C-33047,"Aakriti Institute of Fine Arts,",Uttar Pradesh,4,13,0,10,76,3.25
C-51419,AALA HAZRAT KANYA DEGREE,Uttar Pradesh,12,455,0,10,72,37.91666667
C-53899,AALAP ACADEMY,Rajasthan,10,153,0,10,73,15.3
C-59061,AALIM MUHAMMED SALEGH,Telangana,32,365,2,10,62,11.40625
C-16533,Aalim Muhammed Salegh College,Uttarakhand,176,1508,1,10,77,8.568181818
C-55193,AAMNA LAW COLLEGE,Maharashtra,18,401,0,0,92,22.27777778
C-47870,AANAND COLLEGE OF NURSING,Kerala,20,331,2,10,99,16.55
C-46362,AANASAGAR MAHILA T T COLLEGE,Tamil Nadu,7,193,0,10,87,27.57142857
C-59344,"AAPESHWAR COLLEGE, RAMSEEN",Maharashtra,8,95,0,10,57,11.875
C-59590,AAR MAHAVEER ENGINEERING,Madhya Pradesh,77,540,0,10,68,7.012987013
C-57406,AARADHANA DEGREE COLLEGE,Meghalaya,7,269,0,10,65,38.42857143
C-58565,AARBEE College of Nursing,West Bengal,6,75,1,10,72,12.5
C-60355,AAROGYA HOMOEOPATHIC MEDICAL,Telangana,10,60,1,10,92,6
C-54546,AARSH SADHANA MAHAVIDYALA,Maharashtra,9,376,0,10,77,41.77777778
C-10224,Aarupadai Veedu Institute of,Uttar Pradesh,191,2565,3,10,73,13.42931937
C-10217,Aarupadai Veedu Medical College and,Maharashtra,137,1676,2,10,79,12.23357664
C-51563,AARYA-VEER COLLEGE OF ENGINEERING,Gujarat,16,199,1,10,76,12.4375
C-28127,"AARYAN COLLEGE OF EDUCATION,",Jharkhand,12,200,0,10,69,16.66666667
C-54234,"Aaryan Mahila Mahavidyalaya, Shishu",Uttar Pradesh,13,692,0,0,73,53.23076923
C-59075,AARYAVEER HOMOEOPATHY MEDICAL,Chattisgarh,2,166,2,10,78,83
C-60046,AARYAWART MAHAVIDHYALAY,Uttar Pradesh,13,81,0,10,73,6.230769231
C-14466,Aasee College of Education,Maharashtra,1,0,0,10,62,0
C-47917,"AASHLAR BUSINESS SCHOOL ,",Maharashtra,18,154,0,10,59,8.555555556
C-48792,AASHRITHA DEGREE COLLEGE,Gujarat,13,140,0,0,68,10.76923077
C-53512,AASRA COLLEGE KARANPUR,Chattisgarh,22,454,0,10,96,20.63636364
C-22204,"Aasra Institute of Advance Studies,",Karnataka,61,1046,2,10,71,17.14754098
C-10585,Aastha College of Education,Goa,9,400,0,10,44,44.44444444
C-54135,AASTHA INSTITUTE OF SCIENCE and,Maharashtra,4,109,0,10,88,27.25
C-51334,Aatam Prakash Adarsh,Haryana,1,1771,0,10,77,1771
C-18807,Aathwale Social Work,Karnataka,11,284,1,0,91,25.81818182
C-38358,"Aatma Ram TT College, Jaipur",Andhra Pradesh,8,241,0,10,91,30.125
C-38394,"Aatmaram College, Jaipur",Uttar Pradesh,7,1107,0,10,73,158.1428571
C-57680,Aatmaram S.V.S. College,Telangana,7,360,0,10,79,51.42857143
C-25126,"Aayojan School of Architecture,",Chattisgarh,61,695,2,10,93,11.39344262
C-56617,Aayushman Institute of Medical,Karnataka,18,148,2,10,63,8.222222222
C-39230,Aazad College of Education,Maharashtra,1,84,0,10,58,84
C-15876,"Aazad Hind Mahavidyalaya, Chakramji",Maharashtra,2,392,0,10,84,196
C-6310,ABACUS Institute of Engineering,Kerala,61,742,4,10,62,12.16393443
C-31192,ABACUS INSTITUTE OF TECH0LOGY,Maharashtra,9,146,0,10,63,16.22222222
C-11017,Abasaheb Garware Institute of,Maharashtra,10,78,0,0,56,7.8
C-43155,"Abasaheb Parvekar Arts, Commerce",Karnataka,8,456,0,10,90,57
C-21149,"Abbas Khan College for Women,Durga",Rajasthan,43,375,0,10,78,8.720930233
C-49524,ABB0OR INSTITUTE OF INFORMATION,Jharkhand,16,84,1,10,48,5.25
C-60541,ABBS SCHOOL OF LAW,Gujarat,4,6,0,10,76,1.5
C-59622,ABC COLLEGE OF EDUCATION,Manipur,17,164,0,10,77,9.647058824
C-16138,"Abdul Aziz Ansari Degree College,",Karnataka,1,0,0,10,77,0
C-56368,ABDUL GAFFAR MAHAVIDYALA,Andhra Pradesh,6,822,0,10,95,137
C-31722,"Abdul Hamid Unani Chikitsa College,",Karnataka,34,236,1,10,48,6.941176471
C-57979,ABDUL JABBAR COLLEGE OF EDUCATION,Karnataka,32,266,0,10,62,8.3125
C-57944,ABDUL KALAM COLLEGE OF EDUCATION,Jharkhand,16,311,0,10,48,19.4375
C-19892,Abdul Kalam Institute of Tech0logical,Assam,126,400,2,10,58,3.174603175
C-56377,Abdul Razaq Memorial Degree,Himachal Pradesh,10,506,0,10,89,50.6
C-59882,Abdul Razzak Quadri Institute of P.,Maharashtra,5,9,0,10,48,1.8
C-13347,"Abdul Razzaq Degree College, Joya",Maharashtra,71,4631,0,10,100,65.22535211
C-58026,ABDUL SAHEB B.ED COLLEGE,Rajasthan,20,100,0,10,71,5
C-57513,ABDUL SAHID MAHAVIDHYALAYA KASIMPUR,Telangana,8,76,0,10,45,9.5
C-51907,ABDUL SAMAD COLLEGE OF EDUCATION,Uttar Pradesh,4,78,0,10,90,19.5
C-48949,ABDUL SATTAR KHAN MAHAVIDHYAL,Maharashtra,2,268,0,0,55,134
C-16151,"Abdul Usman Mahavidyalaya, Raypur",Karnataka,13,1688,0,10,80,129.8461538
C-54086,ABDULLA DEGREE COLLEGE,Maharashtra,4,449,0,10,91,112.25
C-54275,ABDUR RAHIM PANCHANAN PAL,Uttar Pradesh,28,293,0,10,66,10.46428571
C-48708,ABDUS SATTAR MEMORIAL,ish,20,362,2,10,86,18.1
C-46112,"ABES ENGINEERING COLLEGE,",Chattisgarh,369,4346,2,10,73,11.77777778
C-46141,"ABES INSTITUTE OF TECH0LOGY,",Odisha,109,1618,2,10,69,14.8440367
C-18255,"Abha College of Engineering,",Rajasthan,108,1086,2,10,63,10.05555556
C-61207,ABHA TEACHERS TRAINING,Tamil Nadu,16,20,0,10,73,1.25
C-12215,ABHA YADAV SMARAK KANYA DEG.,Uttar Pradesh,8,393,0,0,74,49.125
C-12096,ABHAIVEER SMRATI MAHAVIDYALA,Gujarat,37,2208,0,10,77,59.67567568
C-12465,"ABHAY BALIKA MAHAVIDYALAYA, RANIPUR,",Rajasthan,21,750,0,10,88,35.71428571
C-57228,Abhay College of Commerce and Education,Madhya Pradesh,17,291,0,10,90,17.11764706
C-13521,"Abhay Mahavidyalaya Tarna,",Telangana,37,840,0,10,81,22.7027027
C-51669,Abhay Narayan Singh Memorial,West Bengal,3,126,0,10,94,42
C-57756,ABHAY PRATAP SINGH DEGREE,Tamil Nadu,5,336,0,10,90,67.2
C-12703,ABHAY PRATAP SINGH DEGREE,Telangana,18,2041,0,10,84,113.3888889
C-33520,Abhay Shikshan Kendra,Kerala,9,456,0,0,87,50.66666667
C-34071,Abhay Shikshan Kendra,Uttar Pradesh,20,795,0,0,59,39.75
C-33982,Abhay Shikshan Kendras,Andhra Pradesh,6,66,0,10,85,11
C-44098,Abhaya Ayurveda Sanskrit,Andhra Pradesh,6,143,0,10,60,23.83333333
C-40234,Abhaya College of Nursing,Uttar Pradesh,46,325,3,10,56,7.065217391
C-60815,Abhaya Group of Institution,Madhya Pradesh,14,118,2,10,44,8.428571429
C-44682,Abhedananda Mahavidyalaya,Madhya Pradesh,57,3439,1,10,81,60.33333333
C-47430,"Abhigyan Girls College, Sanawad,",Rajasthan,33,304,0,10,79,9.212121212
C-54525,Abhigyan Mahavidyalaya,Rajasthan,21,756,0,10,76,36
C-35436,Abhijit Kadam Insttute of Management,Telangana,13,693,0,0,90,53.30769231
C-35143,"Abhilasha College of Education,",Madhya Pradesh,2,84,0,10,90,42
C-52958,"ABHILASHA COLLEGE, SANDWA",Maharashtra,16,350,0,10,90,21.875
C-40654,"Abhilasha T.T.College, Sahwa",Andhra Pradesh,27,370,0,10,71,13.7037037
C-11274,"Abhilashi College of Education, Ner",Rajasthan,30,348,2,10,56,11.6
C-55337,"Abhilashi College of Nursing,Mandi",Kerala,28,186,2,10,70,6.642857143
C-11378,"Abhilashi College of Pharmacy,",Telangana,22,350,2,10,70,15.90909091
C-11509,Abhilashi Institute of Management,Uttar Pradesh,9,22,1,10,43,2.444444444
C-11517,Abhilashi Institutes of Bio-,Andhra Pradesh,14,197,2,10,64,14.07142857
C-59685,ABHINAV COLLEGE,Maharashtra,16,234,0,10,76,14.625
C-7424,"Abhinav College of Education,",Karnataka,11,188,0,0,55,17.09090909
C-43020,"Abhinav College of Education, D.",Rajasthan,2,0,0,10,53,0
C-11223,Abhinav Education Society,West Bengal,38,149,2,10,84,3.921052632
C-49355,ABHINAV EDUCATION SOCIETY'S,Maharashtra,11,183,0,10,87,16.63636364
C-44574,Abhinav Education Society's,Bihar,7,89,0,10,84,12.71428571
C-46638,ABHINAV EDUCATION SOCIETYS,Bihar,20,436,0,10,74,21.8
C-42232,Abhinav Education Societys,Telangana,5,48,0,10,68,9.6
C-41811,Abhinav Education Societys,Uttar Pradesh,19,278,2,10,44,14.63157895
C-41660,Abhinav Education Societys,Rajasthan,26,119,0,10,79,4.576923077
C-41257,Abhinav Education Societys,Haryana,16,196,0,10,82,12.25
C-41966,Abhinav Education Societys Law,Tamil Nadu,4,246,0,10,78,61.5
C-19604,Abhinav Hi-Tech College of Engineering,Andhra Pradesh,85,634,0,10,62,7.458823529
C-39450,Abhinav Institute of Management,Telangana,13,44,0,0,87,3.384615385
C-12381,ABHINAV PRAGYA MAHAVIDYALA,Maharashtra,61,959,0,10,46,15.72131148
C-22479,Abhinav Pragya Mahavidyalay,Karnataka,28,1576,0,10,68,56.28571429
C-22568,Abhinav Pragya Mahavidyalay,Haryana,36,2249,0,10,73,62.47222222
C-22600,Abhinav Pragya Mahavidyalay,Karnataka,21,636,0,0,74,30.28571429
C-12626,ABHINAV SEVA SANSTHAN MAHAVIDYALA,Madhya Pradesh,44,388,0,10,87,8.818181818
C-33629,Abhinav Shetkari Shikshan,Karnataka,68,2811,0,10,88,41.33823529
C-17348,Abhiruchi Institute of Physical,Telangana,16,87,3,10,89,5.4375
C-53735,ABHIRUCHI LALIT KALA AkADAMI,Telangana,3,15,0,0,14,5
C-50216,ABHYASA WOMEN'S COLLEGE,Uttar Pradesh,12,405,0,0,51,33.75
C-17367,Abhyayapuri College,Punjab,80,2197,2,10,95,27.4625
C-49233,"ABHYUDAY COLLEGE, CHANKHURIFA",Rajasthan,6,26,0,10,83,4.333333333
C-24905,ABHYUDAYA DEGREE COLLEGE,Uttar Pradesh,19,305,0,10,85,16.05263158
C-24297,ABHYUDAYA DEGREE COLLEGE,Maharashtra,8,83,0,10,81,10.375
C-32630,Abhyudaya Mahila Degree College,Gujarat,1,257,0,10,71,257
C-26126,Abhyudaya Oriental College,Assam,7,67,0,0,80,9.571428571
C-35891,"ABI & ABI College, Vayalur,",Telangana,21,365,2,10,62,17.38095238
C-60262,ABILITY ARTS AND SCIENCE COLLEGE FOR,Karnataka,11,61,2,10,71,5.545454545
C-44944,ABM college. Jamshedpur,Karnataka,35,2821,0,10,29,80.6
C-24195,ABM Degree College,Uttar Pradesh,25,637,0,10,74,25.48
C-41373,ABMSPs Shri Shahu Mandir Mahavidyalay,Rajasthan,41,2097,2,10,66,51.14634146
C-41252,ABMSPs Yashwantrao Chavan Law,Karnataka,37,1704,2,10,73,46.05405405
C-60563,ABODH INSTITUTION,Jammu and Kashmir,20,200,0,10,87,10
C-44712,ABS Academy,Uttar Pradesh,41,688,2,10,85,16.7804878
C-6195,"ABS Academy of Science, Tech0logy",Uttar Pradesh,12,85,2,10,62,7.083333333
C-6224,"ABS Academy of Science, Tech0logy",Tamil Nadu,17,212,2,10,75,12.47058824
C-46196,"ABSS INSTITUTE OF TECH0LOGY,",Karnataka,72,304,2,10,55,4.222222222
C-42272,ABUL KALAM AZAD MAHAVIDYALA,West Bengal,9,870,0,10,63,96.66666667
C-27267,ABV Government Degree,Gujarat,31,1175,0,10,76,37.90322581
C-18268,Academy of Arts and Science,Tamil Nadu,8,157,0,0,74,19.625
C-30139,Academy of Business Administration,Maharashtra,23,330,2,10,52,14.34782609
C-21376,Academy of Business Administration,Andhra Pradesh,22,250,2,10,70,11.36363636
C-28970,ACADEMY OF BUSINESS MANAGEMENT,West Bengal,3,165,0,10,58,55
C-55354,ACADEMY OF CLIMATE CHANGE,Maharashtra,9,91,3,10,44,10.11111111
C-31508,ACADEMY OF COMPUTER SCIENCE &,Maharashtra,24,531,0,10,56,22.125
C-53689,ACADEMY OF INFORMATION AND,Uttar Pradesh,4,52,0,0,83,13
C-55224,ACADEMY OF JOURNALISM & BROADCAST,Uttar Pradesh,6,190,0,0,50,31.66666667
C-31213,ACADEMY OF JOURNALISM & BROADCAST,Tamil Nadu,8,111,0,10,73,13.875
C-30528,"Academy of Life Sciences (Nursing),",Gujarat,24,107,2,10,48,4.458333333
C-15425,"ACADEMY OF MANAG. & EXCELLENCE,",Tamil Nadu,18,189,0,10,91,10.5
C-39546,Academy of Management & Information,Uttarakhand,26,845,9,10,63,32.5
C-30036,Academy of Management and,Kerala,10,106,2,10,86,10.6
C-25974,Academy of Management Studies,Assam,18,239,0,10,90,13.27777778
C-23117,Academy of Management Studies,Kerala,7,176,3,0,43,25.14285714
C-43815,"Academy of Medical Sciences,",Tamil Nadu,169,595,2,10,88,3.520710059
C-48196,ACADEMY OF NURSING AND HEALTH,Rajasthan,27,400,2,10,84,14.81481481
C-43803,"Academy of Pharmaceutical Sciences,",Odisha,32,414,2,10,82,12.9375
C-39331,"Academy of Tech0crats, Berhampur",Tamil Nadu,13,467,2,10,74,35.92307692
C-6232,Academy of Tech0logy 169,Maharashtra,163,2701,2,10,45,16.57055215
C-23860,Academy of Yoga Consciousness,Rajasthan,5,30,0,0,69,6
C-44667,ACC Jain College of Education,Maharashtra,6,200,0,10,46,33.33333333
C-45147,ACCORD BUSINESS COLLEGE,Rajasthan,4,0,0,0,85,0
C-27765,"Accord Business School,",Rajasthan,12,188,0,0,89,15.66666667
C-46268,ACCURATE INSTITUTE OF ADVANCED,Madhya Pradesh,24,148,2,10,78,6.166666667
C-46277,ACCURATE INSTITUTE OF ARCHITERCTU,Tamil Nadu,37,281,2,10,79,7.594594595
C-46035,ACE COLLEGE OF ENGINEERING,Telangana,21,244,1,10,93,11.61904762
C-50916,"ACE COLLEGE OF ENGINEERING,",West Bengal,71,872,2,10,83,12.28169014
C-19720,ACE Engineering college,Karnataka,170,2155,0,10,90,12.67647059
C-45137,ACE INSTITUTE OF MANAGEMENT,Uttar Pradesh,41,822,0,10,91,20.04878049
C-5897,AcharatLal Girdhar Lal Teachers,Uttar Pradesh,4,95,2,10,79,23.75
C-6586,Achariya Arts and Science College,Rajasthan,76,1215,2,10,69,15.98684211
C-10106,ACHARY DESHBHSHANE COLLEGE OF,Gujarat,15,184,0,10,71,12.26666667
C-41457,Acharya Atre Development Trust,Andhra Pradesh,18,598,0,10,82,33.22222222
C-40354,Acharya B M Reddy College of Pharmacy,Karnataka,76,802,11,10,82,10.55263158
C-33033,Acharya Bhatkhande Sangeet,Uttar Pradesh,7,85,0,0,79,12.14285714
C-42600,ACHARYA CHANAKYA MAHAVIDYALA,Rajasthan,20,1192,0,10,85,59.6
C-39067,Acharya Chankya Shikshak,Uttar Pradesh,28,383,0,10,80,13.67857143
C-54384,Acharya College of Education,Madhya Pradesh,10,89,3,10,71,8.9
C-57381,"Acharya College of Education,",Uttar Pradesh,1,201,0,10,80,201
C-26933,"Acharya College of Engineering,",Maharashtra,48,585,1,10,83,12.1875
C-44864,Acharya College of Imaging,Andhra Pradesh,7,123,2,10,91,17.57142857
C-40513,Acharya College of MHA,Andhra Pradesh,5,48,2,0,73,9.6
C-40225,Acharya College of MLT,Karnataka,9,150,2,10,55,16.66666667
C-40113,Acharya College of Nursing,Tamil Nadu,11,121,2,10,56,11
C-25477,Acharya Degree College,Maharashtra,15,1163,0,10,60,77.53333333
C-27234,"Acharya Degree College, D.0.",Haryana,29,652,0,10,59,22.48275862
C-40413,Acharya Deshbhushan Ayurvedic,Maharashtra,37,244,2,10,89,6.594594595
C-59531,Acharya Drona Institute For Teachers,Andhra Pradesh,7,90,0,10,103,12.85714286
C-11861,Acharya Girish Chandra Bose College,Uttar Pradesh,30,2620,0,10,81,87.33333333
C-40350,Acharya Inst. of Health Sciences,West Bengal,13,266,2,10,54,20.46153846
C-20727,Acharya Institute of Management,Jammu and Kashmir,84,1797,2,10,65,21.39285714
C-40369,Acharya Institute of Physiotherapy,Andhra Pradesh,13,266,2,10,80,20.46153846
C-1319,"Acharya Institute of Tech0logy,",Chattisgarh,334,4779,11,10,95,14.30838323
C-20716,Acharya Instiute Graduate,Tamil Nadu,125,2801,11,10,68,22.408
C-48645,ACHARYA JAGADISH CHANDRA,Maharashtra,16,192,0,10,59,12
C-11938,Acharya Jagadish Chandra Bose,Uttar Pradesh,99,3440,0,10,81,34.74747475
C-11138,Acharya Jawadekar Shikshanshast,Rajasthan,5,56,2,10,81,11.2
C-22472,Acharya Kalu Kanya Mahavidyalay,Uttar Pradesh,11,248,1,10,53,22.54545455
C-32793,Acharya N.G.Ranga College of Education,Uttar Pradesh,1,200,2,10,91,200
C-46375,ACHARYA NANESH T T COLLEGE,Himachal Pradesh,16,188,0,10,89,11.75
C-6380,Acharya Narender Dev College,Rajasthan,129,2098,0,10,58,16.26356589
C-42449,ACHARYA NARENDRA DEO KISAN P.,Uttar Pradesh,70,6961,1,10,94,99.44285714
C-46763,ACHARYA NARENDRA DEV COLLEGE,Rajasthan,17,202,2,10,98,11.88235294
C-34741,ACHARYA NARENDRA DEV COLLEGE,Rajasthan,14,1285,0,10,70,91.78571429
C-21832,Acharya Panth Shri Grindh Muni Name,Bihar,35,2974,0,10,70,84.97142857
C-21182,Acharya Patashala College of,Andhra Pradesh,25,647,0,10,60,25.88
C-20853,Acharya Patashala College of Arts,Himachal Pradesh,26,319,0,0,94,12.26923077
C-21114,Acharya Patashala Evening,Telangana,8,236,0,0,73,29.5
C-1248,Acharya Pathashala Rural College,Andhra Pradesh,66,800,1,10,96,12.12121212
C-43362,Acharya Prafulla Chandra,Uttarakhand,83,4658,2,10,73,56.12048193
C-45353,ACHARYA PRAFULLA CHANDRA ROY,Karnataka,39,493,0,10,93,12.64102564
C-58184,ACHARYA RAJENDRA SURI SHIKSHA,Kerala,6,178,0,0,96,29.66666667
